Sexe,Statut_marital,Niveau_education,Type_emploi,Age,Annees_emploi,Revenu_annuel,Note_credit,Ratio_dette_revenu,Montant_pret_demande,Nombre_prets_en_cours,Solvable
Homme,Célibataire,Bachelier,Indépendant,50,26.55,14927.15,722,0.75,7325.83,4,1
Homme,Veuf,Sans diplôme,Indépendant,48,21.98,34207.82,733,0.06,20705.14,3,0
Femme,Veuf,Master,Indépendant,40,31.69,72452.44,739,0.23,34872.81,0,1
Femme,Divorcé,Master,CDI,47,18.96,107090.97,340,0.83,19490.71,4,1
Femme,Divorcé,Doctorat,Sans emploi,50,20.03,39974.22,306,0.05,5336.9,4,1
Femme,Divorcé,Secondaire,CDD,20,30.97,19825.24,525,0.79,15825.76,4,1
Homme,Marié,Bachelier,Indépendant,40,19.08,99053.72,336,0.11,37161.17,2,1
Autre,Divorcé,Master,Indépendant,65,5.17,49522.74,817,0.84,22022.53,4,1
Homme,Veuf,Bachelier,CDD,58,1.34,91797.33,580,0.78,41912.84,3,1
Homme,Marié,Bachelier,CDI,65,25.73,31162.29,638,0.22,38254.1,2,0
Autre,Veuf,Secondaire,Indépendant,42,4.23,35615.02,587,0.4,31369.4,2,1
Autre,Marié,Bachelier,CDD,69,35.52,48947.26,397,0.46,9251.39,4,1
Homme,Marié,Sans diplôme,CDI,32,20.14,96312.24,651,0.39,49189.97,1,1
Homme,Marié,Sans diplôme,CDI,20,0.62,113219.2,314,0.21,28430.28,3,0
Autre,Veuf,Master,Sans emploi,21,10.84,96593.11,312,0.23,16708.07,3,0
Autre,Marié,Master,Sans emploi,51,23.33,10854.27,682,0.69,32096.06,3,1
Autre,Veuf,Doctorat,CDI,60,13.18,98930.25,419,0.15,36805.09,2,1
Homme,Célibataire,Bachelier,CDI,54,15.23,80007.13,693,0.28,26037.7,2,1
Femme,Veuf,Master,CDI,18,35.74,97838.97,480,0.06,33882.39,2,1
Autre,Veuf,Secondaire,Indépendant,42,25.96,72954.87,631,0.22,9861.81,2,1
Femme,Marié,Master,Indépendant,68,9.92,13151.14,567,0.04,44332.95,2,1
Femme,Marié,Sans diplôme,CDI,56,34.95,98342.88,578,0.7,35632.63,1,1
Homme,Divorcé,Bachelier,CDD,30,33.63,18399.7,482,0.4,39784.41,3,1
Homme,Célibataire,Sans diplôme,CDI,33,25.57,48307.48,301,0.38,10118.08,3,0
Femme,Célibataire,Master,Indépendant,44,9.76,69465.25,429,0.49,28368.62,4,0
Homme,Divorcé,Master,CDD,41,32.45,41446.24,436,0.26,36166.77,3,1
Autre,Veuf,Sans diplôme,Indépendant,47,17.03,93569.09,579,0.36,28502.73,1,1
Autre,Veuf,Doctorat,Indépendant,34,11.2,117154.52,658,0.59,9464.4,2,1
Femme,Marié,Doctorat,CDD,36,8.63,60883.7,747,0.22,7729.66,1,0
Femme,Célibataire,Master,CDI,63,10.09,114804.02,536,0.46,32720.73,2,1
Autre,Marié,Doctorat,CDI,51,18.27,110873.62,392,0.57,40860.11,4,1
Autre,Divorcé,Sans diplôme,Indépendant,21,24.67,100009.71,760,0.14,49848.31,2,1
Femme,Célibataire,Bachelier,CDD,56,36.1,89954.0,623,0.31,30569.79,0,1
Autre,Marié,Master,CDD,25,33.11,12202.92,760,0.55,15327.38,0,1
Homme,Célibataire,Secondaire,Indépendant,38,8.18,109177.41,558,0.4,23228.45,2,1
Homme,Célibataire,Doctorat,CDD,66,35.74,72984.82,311,0.72,9798.78,0,1
Femme,Marié,Doctorat,Indépendant,42,13.79,24472.3,500,0.23,23624.18,3,1
Homme,Marié,Secondaire,CDD,20,20.72,86053.85,447,0.47,42807.53,3,1
Femme,Célibataire,Secondaire,CDI,28,13.22,39907.84,416,0.82,22558.99,1,1
Homme,Divorcé,Sans diplôme,Indépendant,69,32.6,86091.58,447,0.14,7328.01,3,1
Homme,Veuf,Sans diplôme,Sans emploi,52,4.41,18847.13,755,0.89,12466.01,4,1
Femme,Célibataire,Doctorat,CDD,42,36.93,117255.9,694,0.45,35135.5,4,1
Autre,Divorcé,Bachelier,CDD,18,8.72,17318.0,793,0.48,36105.15,1,1
Femme,Célibataire,Sans diplôme,Sans emploi,24,10.31,105448.24,677,0.64,13911.88,0,0
Femme,Marié,Sans diplôme,CDD,31,7.03,44748.16,328,0.54,41456.37,4,0
Autre,Divorcé,Master,Indépendant,56,4.63,42240.52,431,0.82,17638.5,3,1
Homme,Divorcé,Master,CDD,43,23.24,53447.92,629,0.19,30007.19,3,1
Femme,Célibataire,Sans diplôme,CDD,45,17.57,94981.54,382,0.13,18846.75,2,1
Femme,Veuf,Bachelier,CDD,65,32.68,31973.83,738,0.26,36190.27,1,1
Femme,Célibataire,Doctorat,Sans emploi,23,13.49,59179.07,369,1.0,21905.38,0,1
Homme,Veuf,Secondaire,Indépendant,63,31.21,63768.18,489,0.1,39281.31,2,1
Homme,Divorcé,Sans diplôme,Indépendant,59,23.45,109827.55,675,0.53,26754.17,3,1
Autre,Veuf,Bachelier,Sans emploi,41,27.51,71033.49,569,0.77,33812.16,1,0
Femme,Marié,Bachelier,Sans emploi,69,18.82,80251.89,554,0.83,46672.39,1,1
Autre,Veuf,Bachelier,CDI,42,11.08,108348.97,343,0.96,24590.52,4,1
Autre,Veuf,Sans diplôme,Indépendant,31,0.29,46668.97,822,1.0,29779.02,3,1
Femme,Divorcé,Sans diplôme,Indépendant,39,10.16,17947.25,628,0.55,13510.3,3,0
Femme,Veuf,Bachelier,Indépendant,31,22.85,96736.27,365,0.24,36204.45,2,0
Autre,Divorcé,Bachelier,CDI,20,21.28,93460.9,792,0.52,14571.84,3,1
Homme,Marié,Sans diplôme,CDI,59,38.6,45673.56,628,0.74,36048.12,3,1
Autre,Marié,Doctorat,CDD,19,28.45,114275.03,300,0.48,46543.25,0,1
Homme,Célibataire,Sans diplôme,Sans emploi,63,6.38,101705.43,543,0.27,47358.54,1,1
Homme,Célibataire,Master,Sans emploi,18,39.66,10308.76,632,0.82,41082.27,0,1
Autre,Célibataire,Bachelier,Indépendant,32,13.82,21623.59,681,0.83,29261.51,3,1
Femme,Marié,Doctorat,CDD,54,23.6,61099.56,427,0.55,42674.83,2,1
Autre,Veuf,Secondaire,CDD,25,4.98,110132.58,725,0.6,25599.19,4,0
Autre,Divorcé,Sans diplôme,CDD,66,28.41,29388.09,438,0.51,21961.3,0,0
Homme,Marié,Bachelier,Indépendant,27,37.21,83584.7,344,0.78,36605.08,0,1
Autre,Veuf,Sans diplôme,Indépendant,62,12.03,105481.59,306,0.89,14329.58,2,1
Femme,Célibataire,Secondaire,CDI,67,32.38,112285.5,514,0.0,8342.58,3,0
Autre,Divorcé,Sans diplôme,Sans emploi,22,39.0,82166.95,755,0.97,21471.2,4,1
Autre,Célibataire,Doctorat,CDI,34,12.59,48812.67,824,0.34,20328.59,0,0
Homme,Divorcé,Secondaire,CDD,34,6.04,50020.5,656,0.4,10423.58,2,1
Femme,Veuf,Master,CDD,34,38.59,93847.29,687,0.37,43455.3,0,1
Femme,Marié,Master,Sans emploi,21,24.97,105792.1,676,0.84,35066.65,3,1
Homme,Célibataire,Bachelier,Indépendant,58,6.51,115805.63,761,0.74,6160.6,3,1
Femme,Marié,Master,CDI,20,23.26,93516.49,613,0.18,29307.18,0,0
Femme,Veuf,Sans diplôme,Sans emploi,50,17.16,71467.27,744,0.41,11921.14,4,1
Autre,Veuf,Doctorat,CDD,24,2.54,110437.19,525,0.0,28004.91,3,1
Homme,Veuf,Master,CDD,39,35.72,113706.68,398,0.8,39706.37,1,1
Femme,Marié,Bachelier,Sans emploi,46,33.42,61435.89,769,0.24,23587.41,4,1
Homme,Marié,Sans diplôme,CDI,40,8.24,114321.96,335,0.08,31858.92,3,0
Autre,Divorcé,Bachelier,Indépendant,45,33.38,76356.34,541,0.66,29589.75,4,1
Femme,Marié,Bachelier,CDD,67,31.53,54992.55,683,0.22,30992.26,1,1
Homme,Marié,Doctorat,Indépendant,22,29.66,107110.8,536,0.55,26515.27,0,0
Femme,Veuf,Doctorat,CDD,22,9.58,56165.46,308,0.16,12516.44,1,1
Homme,Divorcé,Bachelier,Indépendant,49,1.5,49638.78,585,0.79,15872.64,4,1
Autre,Marié,Bachelier,CDD,20,32.72,100058.82,559,0.98,45232.22,2,0
Autre,Marié,Master,CDD,43,31.48,117257.63,735,0.11,38219.29,2,1
Femme,Veuf,Master,Sans emploi,48,7.78,82920.94,528,0.84,49228.96,4,1
Femme,Marié,Secondaire,CDD,29,10.56,45611.86,321,0.49,7435.85,2,1
Homme,Veuf,Doctorat,Indépendant,28,9.76,101922.42,641,0.05,19245.74,3,1
Femme,Divorcé,Master,CDI,20,20.94,110528.7,671,0.52,48167.95,4,1
Autre,Veuf,Bachelier,Sans emploi,29,29.11,26397.03,500,0.48,24772.05,3,1
Autre,Veuf,Master,Indépendant,30,11.15,44036.44,741,0.89,32195.19,4,1
Autre,Divorcé,Secondaire,Sans emploi,38,7.25,77879.31,824,0.34,30638.36,1,1
Femme,Célibataire,Master,Indépendant,27,28.72,46585.68,438,0.76,11331.02,4,1
Homme,Veuf,Bachelier,Sans emploi,53,37.51,77986.91,485,0.13,37899.69,4,1
Autre,Marié,Master,Indépendant,69,14.57,100994.14,487,0.39,7624.07,0,0
Autre,Veuf,Master,CDD,24,19.33,25234.55,606,0.54,29208.33,2,1
